STATE/UT,Year,CAUSE,Total Male,Total Female,Total
CHANDIGARH,2002,Others (Please Specify),29,4,33
CHANDIGARH,2002,Total,53,34,87
CHANDIGARH,2002,Total Salaried,15,1,16
CHANDIGARH,2002,Total Self-employed,1,0,1
CHANDIGARH,2003,House Wife,0,22,22
CHANDIGARH,2003,Service (Government),9,0,9
CHANDIGARH,2003,Service (Private),24,1,25
CHANDIGARH,2003,Public Sector Undertaking,0,0,0
CHANDIGARH,2003,Student,4,8,12
CHANDIGARH,2003,Unemployed,12,3,15
CHANDIGARH,2003,Self-employed (Business activity),0,0,0
CHANDIGARH,2003,Professional Activity,2,0,2
CHANDIGARH,2003,Farming/Agriculture Activity,2,0,2
CHANDIGARH,2003,Others (Please Specify),0,0,0
CHANDIGARH,2003,Retired Person,2,0,2
CHANDIGARH,2003,Others (Please Specify),13,1,14
CHANDIGARH,2003,Total,68,35,103
CHANDIGARH,2003,Total Salaried,33,1,34
CHANDIGARH,2003,Total Self-employed,4,0,4
CHANDIGARH,2004,House Wife,0,12,12
CHANDIGARH,2004,Service (Government),3,1,4
CHANDIGARH,2004,Service (Private),11,0,11
CHANDIGARH,2004,Public Sector Undertaking,0,0,0
CHANDIGARH,2004,Student,5,8,13
CHANDIGARH,2004,Unemployed,12,1,13
CHANDIGARH,2004,Self-employed (Business activity),4,0,4
CHANDIGARH,2004,Professional Activity,1,0,1
CHANDIGARH,2004,Farming/Agriculture Activity,0,0,0
CHANDIGARH,2004,Others (Please Specify),12,0,12
CHANDIGARH,2004,Retired Person,0,0,0
CHANDIGARH,2004,Others (Please Specify),4,1,5
CHANDIGARH,2004,Total,52,23,75
CHANDIGARH,2004,Total Salaried,14,1,15
CHANDIGARH,2004,Total Self-employed,17,0,17
CHANDIGARH,2005,House Wife,0,14,14
CHANDIGARH,2005,Service (Government),2,1,3
CHANDIGARH,2005,Service (Private),17,1,18
CHANDIGARH,2005,Public Sector Undertaking,5,0,5
CHANDIGARH,2005,Student,3,3,6
CHANDIGARH,2005,Unemployed,15,2,17
CHANDIGARH,2005,Self-employed (Business activity),11,0,11
CHANDIGARH,2005,Professional Activity,0,0,0
CHANDIGARH,2005,Farming/Agriculture Activity,0,0,0
CHANDIGARH,2005,Others (Please Specify),9,4,13
CHANDIGARH,2005,Retired Person,0,0,0
CHANDIGARH,2005,Others (Please Specify),1,1,2
CHANDIGARH,2005,Total,63,26,89
CHANDIGARH,2005,Total Salaried,24,2,26
CHANDIGARH,2005,Total Self-employed,20,4,24
CHANDIGARH,2006,House Wife,0,11,11
CHANDIGARH,2006,Service (Government),7,0,7
CHANDIGARH,2006,Service (Private),13,2,15
CHANDIGARH,2006,Public Sector Undertaking,0,0,0
CHANDIGARH,2006,Student,11,9,20
CHANDIGARH,2006,Unemployed,23,2,25
CHANDIGARH,2006,Self-employed (Business activity),1,0,1
CHANDIGARH,2006,Professional Activity,0,0,0
CHANDIGARH,2006,Farming/Agriculture Activity,1,0,1
CHANDIGARH,2006,Others (Please Specify),0,0,0
CHANDIGARH,2006,Retired Person,0,0,0
CHANDIGARH,2006,Others (Please Specify),0,0,0
CHANDIGARH,2006,Total,56,24,80
CHANDIGARH,2006,Total Salaried,20,2,22
CHANDIGARH,2006,Total Self-employed,2,0,2
CHANDIGARH,2007,House Wife,0,21,21
CHANDIGARH,2007,Service (Government),4,1,5
CHANDIGARH,2007,Service (Private),17,0,17
CHANDIGARH,2007,Public Sector Undertaking,0,0,0
CHANDIGARH,2007,Student,15,0,15
CHANDIGARH,2007,Unemployed,10,0,10
CHANDIGARH,2007,Self-employed (Business activity),3,0,3
CHANDIGARH,2007,Professional Activity,0,0,0
CHANDIGARH,2007,Farming/Agriculture Activity,0,0,0
CHANDIGARH,2007,Others (Please Specify),5,0,5
CHANDIGARH,2007,Retired Person,2,0,2
CHANDIGARH,2007,Others (Please Specify),4,0,4
CHANDIGARH,2007,Total,60,22,82
CHANDIGARH,2007,Total Salaried,21,1,22
CHANDIGARH,2007,Total Self-employed,8,0,8
CHANDIGARH,2008,House Wife,0,17,17
CHANDIGARH,2008,Service (Government),3,0,3
CHANDIGARH,2008,Service (Private),15,3,18
CHANDIGARH,2008,Public Sector Undertaking,0,0,0
CHANDIGARH,2008,Student,6,5,11
CHANDIGARH,2008,Unemployed,23,0,23
CHANDIGARH,2008,Self-employed (Business activity),8,0,8
CHANDIGARH,2008,Professional Activity,1,0,1
CHANDIGARH,2008,Farming/Agriculture Activity,0,0,0
CHANDIGARH,2008,Others (Please Specify),0,0,0
CHANDIGARH,2008,Retired Person,2,0,2
CHANDIGARH,2008,Others (Please Specify),0,0,0
CHANDIGARH,2008,Total,58,25,83
CHANDIGARH,2008,Total Salaried,18,3,21
CHANDIGARH,2008,Total Self-employed,9,0,9
CHANDIGARH,2009,House Wife,0,17,17
CHANDIGARH,2009,Service (Government),7,0,7
CHANDIGARH,2009,Service (Private),5,1,6
CHANDIGARH,2009,Public Sector Undertaking,12,0,12
CHANDIGARH,2009,Student,6,12,18
CHANDIGARH,2009,Unemployed,7,0,7
CHANDIGARH,2009,Self-employed (Business activity),3,0,3
CHANDIGARH,2009,Professional Activity,1,0,1
CHANDIGARH,2009,Farming/Agriculture Activity,0,0,0
CHANDIGARH,2009,Others (Please Specify),1,0,1
CHANDIGARH,2009,Retired Person,1,0,1
CHANDIGARH,2009,Others (Please Specify),1,1,2
CHANDIGARH,2009,Total,44,31,75
CHANDIGARH,2009,Total Salaried,24,1,25
CHANDIGARH,2009,Total Self-employed,5,0,5
CHANDIGARH,2010,House Wife,0,19,19
CHANDIGARH,2010,Service (Government),3,1,4
CHANDIGARH,2010,Service (Private),10,0,10
CHANDIGARH,2010,Public Sector Undertaking,2,0,2
CHANDIGARH,2010,Student,4,10,14
CHANDIGARH,2010,Unemployed,5,3,8
CHANDIGARH,2010,Self-employed (Business activity),1,0,1
CHANDIGARH,2010,Professional Activity,0,0,0
CHANDIGARH,2010,Farming/Agriculture Activity,0,0,0
CHANDIGARH,2010,Others (Please Specify),5,6,11
CHANDIGARH,2010,Retired Person,1,0,1
CHANDIGARH,2010,Others (Please Specify),0,1,1
CHANDIGARH,2010,Total,31,40,71
CHANDIGARH,2010,Total Salaried,15,1,16
CHANDIGARH,2010,Total Self-employed,6,6,12
CHANDIGARH,2011,House Wife,0,28,28
CHANDIGARH,2011,Service (Government),3,0,3
CHANDIGARH,2011,Service (Private),17,3,20
CHANDIGARH,2011,Public Sector Undertaking,0,0,0
CHANDIGARH,2011,Student,4,10,14
CHANDIGARH,2011,Unemployed,10,2,12
CHANDIGARH,2011,Self-employed (Business activity),3,0,3
CHANDIGARH,2011,Professional Activity,0,0,0
CHANDIGARH,2011,Farming/Agriculture Activity,0,0,0
CHANDIGARH,2011,Others (Please Specify),20,1,21
CHANDIGARH,2011,Retired Person,0,0,0
CHANDIGARH,2011,Others (Please Specify),0,4,4
CHANDIGARH,2011,Total,57,48,105
CHANDIGARH,2011,Total Salaried,20,3,23
CHANDIGARH,2011,Total Self-employed,23,1,24
CHANDIGARH,2012,House Wife,0,18,18
CHANDIGARH,2012,Service (Government),8,0,8
CHANDIGARH,2012,Service (Private),28,1,29
CHANDIGARH,2012,Public Sector Undertaking,4,1,5
CHANDIGARH,2012,Student,5,12,17
CHANDIGARH,2012,Unemployed,12,1,13
CHANDIGARH,2012,Self-employed (Business activity),3,0,3
CHANDIGARH,2012,Professional Activity,0,0,0
CHANDIGARH,2012,Farming/Agriculture Activity,0,0,0
CHANDIGARH,2012,Others (Please Specify),15,3,18
CHANDIGARH,2012,Retired Person,0,0,0
CHANDIGARH,2012,Others (Please Specify),0,3,3
CHANDIGARH,2012,Total,75,39,114
CHANDIGARH,2012,Total Salaried,40,2,42
CHANDIGARH,2012,Total Self-employed,18,3,21
D & N HAVELI,2001,House Wife,0,13,13
D & N HAVELI,2001,Service (Government),0,0,0
D & N HAVELI,2001,Service (Private),5,0,5
D & N HAVELI,2001,Public Sector Undertaking,0,0,0
D & N HAVELI,2001,Student,0,0,0
D & N HAVELI,2001,Unemployed,8,0,8
D & N HAVELI,2001,Self-employed (Business activity),0,0,0
D & N HAVELI,2001,Professional Activity,0,0,0
D & N HAVELI,2001,Farming/Agriculture Activity,19,0,19
D & N HAVELI,2001,Others (Please Specify),2,1,3
D & N HAVELI,2001,Retired Person,0,0,0
D & N HAVELI,2001,Others (Please Specify),1,1,2
D & N HAVELI,2001,Total,35,15,50
D & N HAVELI,2001,Total Salaried,5,0,5
D & N HAVELI,2001,Total Self-employed,21,1,22
D & N HAVELI,2002,House Wife,0,15,15
D & N HAVELI,2002,Service (Government),1,0,1
D & N HAVELI,2002,Service (Private),4,0,4
D & N HAVELI,2002,Public Sector Undertaking,0,0,0
D & N HAVELI,2002,Student,1,3,4
D & N HAVELI,2002,Unemployed,0,0,0
D & N HAVELI,2002,Self-employed (Business activity),0,0,0
D & N HAVELI,2002,Professional Activity,0,0,0
D & N HAVELI,2002,Farming/Agriculture Activity,21,0,21
D & N HAVELI,2002,Others (Please Specify),5,0,5
D & N HAVELI,2002,Retired Person,0,0,0
D & N HAVELI,2002,Others (Please Specify),0,0,0
D & N HAVELI,2002,Total,32,18,50
D & N HAVELI,2002,Total Salaried,5,0,5
D & N HAVELI,2002,Total Self-employed,26,0,26
D & N HAVELI,2003,House Wife,0,21,21
D & N HAVELI,2003,Service (Government),1,0,1
D & N HAVELI,2003,Service (Private),4,0,4
D & N HAVELI,2003,Public Sector Undertaking,0,0,0
D & N HAVELI,2003,Student,1,1,2
D & N HAVELI,2003,Unemployed,0,0,0
D & N HAVELI,2003,Self-employed (Business activity),0,0,0
D & N HAVELI,2003,Professional Activity,0,0,0
D & N HAVELI,2003,Farming/Agriculture Activity,23,0,23
D & N HAVELI,2003,Others (Please Specify),0,0,0
D & N HAVELI,2003,Retired Person,0,0,0
D & N HAVELI,2003,Others (Please Specify),1,0,1
D & N HAVELI,2003,Total,30,22,52
D & N HAVELI,2003,Total Salaried,5,0,5
D & N HAVELI,2003,Total Self-employed,23,0,23
D & N HAVELI,2004,House Wife,0,16,16
D & N HAVELI,2004,Service (Government),0,0,0
D & N HAVELI,2004,Service (Private),4,1,5
D & N HAVELI,2004,Public Sector Undertaking,0,0,0
D & N HAVELI,2004,Student,0,2,2
D & N HAVELI,2004,Unemployed,3,0,3
D & N HAVELI,2004,Self-employed (Business activity),1,0,1
D & N HAVELI,2004,Professional Activity,0,0,0
D & N HAVELI,2004,Farming/Agriculture Activity,7,0,7
D & N HAVELI,2004,Others (Please Specify),5,0,5
D & N HAVELI,2004,Retired Person,0,0,0
D & N HAVELI,2004,Others (Please Specify),0,0,0
D & N HAVELI,2004,Total,20,19,39
D & N HAVELI,2004,Total Salaried,4,1,5
D & N HAVELI,2004,Total Self-employed,13,0,13
D & N HAVELI,2005,House Wife,0,22,22
D & N HAVELI,2005,Service (Government),0,3,3
D & N HAVELI,2005,Service (Private),4,0,4
D & N HAVELI,2005,Public Sector Undertaking,0,0,0
D & N HAVELI,2005,Student,0,0,0
D & N HAVELI,2005,Unemployed,2,0,2
D & N HAVELI,2005,Self-employed (Business activity),0,0,0
D & N HAVELI,2005,Professional Activity,0,0,0
D & N HAVELI,2005,Farming/Agriculture Activity,13,0,13
D & N HAVELI,2005,Others (Please Specify),0,0,0
D & N HAVELI,2005,Retired Person,0,0,0
D & N HAVELI,2005,Others (Please Specify),22,3,25
D & N HAVELI,2005,Total,41,28,69
D & N HAVELI,2005,Total Salaried,4,3,7
D & N HAVELI,2005,Total Self-employed,13,0,13
D & N HAVELI,2006,House Wife,0,17,17
D & N HAVELI,2006,Service (Government),0,0,0
D & N HAVELI,2006,Service (Private),3,0,3
D & N HAVELI,2006,Public Sector Undertaking,0,0,0
D & N HAVELI,2006,Student,2,0,2
D & N HAVELI,2006,Unemployed,5,2,7
D & N HAVELI,2006,Self-employed (Business activity),1,0,1
D & N HAVELI,2006,Professional Activity,0,0,0
D & N HAVELI,2006,Farming/Agriculture Activity,12,0,12
D & N HAVELI,2006,Others (Please Specify),0,0,0
D & N HAVELI,2006,Retired Person,0,0,0
D & N HAVELI,2006,Others (Please Specify),0,0,0
D & N HAVELI,2006,Total,23,19,42
D & N HAVELI,2006,Total Salaried,3,0,3
D & N HAVELI,2006,Total Self-employed,13,0,13
D & N HAVELI,2007,House Wife,0,28,28
D & N HAVELI,2007,Service (Government),0,0,0
D & N HAVELI,2007,Service (Private),8,0,8
D & N HAVELI,2007,Public Sector Undertaking,0,0,0
D & N HAVELI,2007,Student,3,4,7
D & N HAVELI,2007,Unemployed,7,0,7
D & N HAVELI,2007,Self-employed (Business activity),2,0,2
D & N HAVELI,2007,Professional Activity,0,0,0
D & N HAVELI,2007,Farming/Agriculture Activity,17,0,17
D & N HAVELI,2007,Others (Please Specify),0,0,0
D & N HAVELI,2007,Retired Person,5,0,5
D & N HAVELI,2007,Others (Please Specify),2,0,2
D & N HAVELI,2007,Total,44,32,76
D & N HAVELI,2007,Total Salaried,8,0,8
D & N HAVELI,2007,Total Self-employed,19,0,19
D & N HAVELI,2008,House Wife,0,23,23
D & N HAVELI,2008,Service (Government),1,0,1
D & N HAVELI,2008,Service (Private),13,4,17
D & N HAVELI,2008,Public Sector Undertaking,0,0,0
D & N HAVELI,2008,Student,0,1,1
D & N HAVELI,2008,Unemployed,0,0,0
D & N HAVELI,2008,Self-employed (Business activity),1,0,1
D & N HAVELI,2008,Professional Activity,0,0,0
D & N HAVELI,2008,Farming/Agriculture Activity,12,0,12
D & N HAVELI,2008,Others (Please Specify),0,0,0
D & N HAVELI,2008,Retired Person,0,0,0
D & N HAVELI,2008,Others (Please Specify),5,0,5
D & N HAVELI,2008,Total,32,28,60
D & N HAVELI,2008,Total Salaried,14,4,18
D & N HAVELI,2008,Total Self-employed,13,0,13
D & N HAVELI,2009,House Wife,0,19,19
D & N HAVELI,2009,Service (Government),1,0,1
D & N HAVELI,2009,Service (Private),10,2,12
D & N HAVELI,2009,Public Sector Undertaking,0,0,0
D & N HAVELI,2009,Student,2,4,6
D & N HAVELI,2009,Unemployed,0,0,0
D & N HAVELI,2009,Self-employed (Business activity),1,0,1
D & N HAVELI,2009,Professional Activity,0,0,0
D & N HAVELI,2009,Farming/Agriculture Activity,15,0,15
D & N HAVELI,2009,Others (Please Specify),1,1,2
D & N HAVELI,2009,Retired Person,0,0,0
D & N HAVELI,2009,Others (Please Specify),0,0,0
D & N HAVELI,2009,Total,30,26,56
D & N HAVELI,2009,Total Salaried,11,2,13
D & N HAVELI,2009,Total Self-employed,17,1,18
D & N HAVELI,2010,House Wife,0,23,23
D & N HAVELI,2010,Service (Government),1,0,1
D & N HAVELI,2010,Service (Private),12,0,12
D & N HAVELI,2010,Public Sector Undertaking,0,0,0
D & N HAVELI,2010,Student,0,3,3
D & N HAVELI,2010,Unemployed,0,0,0
D & N HAVELI,2010,Self-employed (Business activity),0,0,0
D & N HAVELI,2010,Professional Activity,0,0,0
D & N HAVELI,2010,Farming/Agriculture Activity,10,0,10
D & N HAVELI,2010,Others (Please Specify),1,0,1
D & N HAVELI,2010,Retired Person,0,0,0
D & N HAVELI,2010,Others (Please Specify),13,0,13
D & N HAVELI,2010,Total,37,26,63
D & N HAVELI,2010,Total Salaried,13,0,13
D & N HAVELI,2010,Total Self-employed,11,0,11
D & N HAVELI,2011,House Wife,0,12,12
D & N HAVELI,2011,Service (Government),0,0,0
D & N HAVELI,2011,Service (Private),20,5,25
D & N HAVELI,2011,Public Sector Undertaking,0,0,0
D & N HAVELI,2011,Student,3,3,6
D & N HAVELI,2011,Unemployed,0,0,0
D & N HAVELI,2011,Self-employed (Business activity),2,0,2
D & N HAVELI,2011,Professional Activity,0,0,0
D & N HAVELI,2011,Farming/Agriculture Activity,13,0,13
D & N HAVELI,2011,Others (Please Specify),3,2,5
D & N HAVELI,2011,Retired Person,0,0,0
D & N HAVELI,2011,Others (Please Specify),0,0,0
D & N HAVELI,2011,Total,41,22,63
D & N HAVELI,2011,Total Salaried,20,5,25
D & N HAVELI,2011,Total Self-employed,18,2,20
D & N HAVELI,2012,House Wife,0,13,13
D & N HAVELI,2012,Service (Government),0,0,0
D & N HAVELI,2012,Service (Private),26,2,28
D & N HAVELI,2012,Public Sector Undertaking,0,0,0
D & N HAVELI,2012,Student,0,6,6
D & N HAVELI,2012,Unemployed,2,2,4
D & N HAVELI,2012,Self-employed (Business activity),3,0,3
D & N HAVELI,2012,Professional Activity,0,0,0
D & N HAVELI,2012,Farming/Agriculture Activity,6,0,6
D & N HAVELI,2012,Others (Please Specify),0,0,0
D & N HAVELI,2012,Retired Person,0,0,0
D & N HAVELI,2012,Others (Please Specify),4,2,6
D & N HAVELI,2012,Total,41,25,66
D & N HAVELI,2012,Total Salaried,26,2,28
D & N HAVELI,2012,Total Self-employed,9,0,9
DAMAN & DIU,2001,House Wife,0,3,3
DAMAN & DIU,2001,Service (Government),0,0,0
DAMAN & DIU,2001,Service (Private),5,1,6
DAMAN & DIU,2001,Public Sector Undertaking,0,0,0
DAMAN & DIU,2001,Student,0,0,0
DAMAN & DIU,2001,Unemployed,0,0,0
DAMAN & DIU,2001,Self-employed (Business activity),0,0,0
DAMAN & DIU,2001,Professional Activity,1,0,1
DAMAN & DIU,2001,Farming/Agriculture Activity,0,0,0
DAMAN & DIU,2001,Others (Please Specify),3,0,3
DAMAN & DIU,2001,Retired Person,0,0,0
DAMAN & DIU,2001,Others (Please Specify),1,0,1
DAMAN & DIU,2001,Total,10,4,14
DAMAN & DIU,2001,Total Salaried,5,1,6
DAMAN & DIU,2001,Total Self-employed,4,0,4
DAMAN & DIU,2002,House Wife,0,2,2
DAMAN & DIU,2002,Service (Government),0,0,0
DAMAN & DIU,2002,Service (Private),9,0,9
DAMAN & DIU,2002,Public Sector Undertaking,0,0,0
DAMAN & DIU,2002,Student,0,0,0
DAMAN & DIU,2002,Unemployed,1,0,1
DAMAN & DIU,2002,Self-employed (Business activity),0,0,0
DAMAN & DIU,2002,Professional Activity,0,0,0
DAMAN & DIU,2002,Farming/Agriculture Activity,2,0,2
DAMAN & DIU,2002,Others (Please Specify),0,0,0
DAMAN & DIU,2002,Retired Person,0,0,0
DAMAN & DIU,2002,Others (Please Specify),3,0,3
DAMAN & DIU,2002,Total,15,2,17
DAMAN & DIU,2002,Total Salaried,9,0,9
DAMAN & DIU,2002,Total Self-employed,2,0,2
DAMAN & DIU,2003,House Wife,0,5,5
DAMAN & DIU,2003,Service (Government),0,0,0
DAMAN & DIU,2003,Service (Private),4,0,4
DAMAN & DIU,2003,Public Sector Undertaking,0,0,0
DAMAN & DIU,2003,Student,0,0,0
DAMAN & DIU,2003,Unemployed,3,0,3
DAMAN & DIU,2003,Self-employed (Business activity),1,0,1
DAMAN & DIU,2003,Professional Activity,1,0,1
DAMAN & DIU,2003,Farming/Agriculture Activity,0,0,0
DAMAN & DIU,2003,Others (Please Specify),3,0,3
DAMAN & DIU,2003,Retired Person,0,0,0
DAMAN & DIU,2003,Others (Please Specify),6,1,7
DAMAN & DIU,2003,Total,18,6,24
DAMAN & DIU,2003,Total Salaried,4,0,4
DAMAN & DIU,2003,Total Self-employed,5,0,5
DAMAN & DIU,2004,House Wife,0,5,5
DAMAN & DIU,2004,Service (Government),0,0,0
DAMAN & DIU,2004,Service (Private),1,2,3
DAMAN & DIU,2004,Public Sector Undertaking,0,0,0
DAMAN & DIU,2004,Student,0,0,0
DAMAN & DIU,2004,Unemployed,0,0,0
DAMAN & DIU,2004,Self-employed (Business activity),0,0,0
DAMAN & DIU,2004,Professional Activity,0,0,0
DAMAN & DIU,2004,Farming/Agriculture Activity,2,0,2
DAMAN & DIU,2004,Others (Please Specify),0,0,0
DAMAN & DIU,2004,Retired Person,0,0,0
DAMAN & DIU,2004,Others (Please Specify),2,1,3
DAMAN & DIU,2004,Total,5,8,13
DAMAN & DIU,2004,Total Salaried,1,2,3
DAMAN & DIU,2004,Total Self-employed,2,0,2
DAMAN & DIU,2005,House Wife,0,4,4
DAMAN & DIU,2005,Service (Government),0,0,0
DAMAN & DIU,2005,Service (Private),8,0,8
DAMAN & DIU,2005,Public Sector Undertaking,1,0,1
DAMAN & DIU,2005,Student,1,0,1
DAMAN & DIU,2005,Unemployed,4,0,4
DAMAN & DIU,2005,Self-employed (Business activity),1,0,1
DAMAN & DIU,2005,Professional Activity,0,0,0
DAMAN & DIU,2005,Farming/Agriculture Activity,0,0,0
DAMAN & DIU,2005,Others (Please Specify),8,0,8
DAMAN & DIU,2005,Retired Person,0,0,0
DAMAN & DIU,2005,Others (Please Specify),2,3,5
DAMAN & DIU,2005,Total,25,7,32
DAMAN & DIU,2005,Total Salaried,9,0,9
DAMAN & DIU,2005,Total Self-employed,9,0,9
DAMAN & DIU,2006,House Wife,0,3,3
DAMAN & DIU,2006,Service (Government),0,0,0
DAMAN & DIU,2006,Service (Private),8,0,8
DAMAN & DIU,2006,Public Sector Undertaking,0,0,0
DAMAN & DIU,2006,Student,1,2,3
DAMAN & DIU,2006,Unemployed,0,0,0
DAMAN & DIU,2006,Self-employed (Business activity),1,0,1
DAMAN & DIU,2006,Professional Activity,0,0,0
DAMAN & DIU,2006,Farming/Agriculture Activity,0,0,0
DAMAN & DIU,2006,Others (Please Specify),2,0,2
DAMAN & DIU,2006,Retired Person,0,0,0
DAMAN & DIU,2006,Others (Please Specify),2,3,5
DAMAN & DIU,2006,Total,14,8,22
DAMAN & DIU,2006,Total Salaried,8,0,8
DAMAN & DIU,2006,Total Self-employed,3,0,3
DAMAN & DIU,2007,House Wife,0,5,5
DAMAN & DIU,2007,Service (Government),2,0,2
DAMAN & DIU,2007,Service (Private),4,1,5
DAMAN & DIU,2007,Public Sector Undertaking,0,0,0
DAMAN & DIU,2007,Student,0,0,0
DAMAN & DIU,2007,Unemployed,0,0,0
DAMAN & DIU,2007,Self-employed (Business activity),0,0,0
DAMAN & DIU,2007,Professional Activity,0,0,0
DAMAN & DIU,2007,Farming/Agriculture Activity,0,0,0
DAMAN & DIU,2007,Others (Please Specify),0,0,0
DAMAN & DIU,2007,Retired Person,0,0,0
DAMAN & DIU,2007,Others (Please Specify),0,3,3
DAMAN & DIU,2007,Total,6,9,15
DAMAN & DIU,2007,Total Salaried,6,1,7
DAMAN & DIU,2007,Total Self-employed,0,0,0
DAMAN & DIU,2008,House Wife,0,0,0
DAMAN & DIU,2008,Service (Government),1,0,1
DAMAN & DIU,2008,Service (Private),8,0,8
DAMAN & DIU,2008,Public Sector Undertaking,0,0,0
DAMAN & DIU,2008,Student,0,0,0
DAMAN & DIU,2008,Unemployed,2,1,3
DAMAN & DIU,2008,Self-employed (Business activity),1,0,1
DAMAN & DIU,2008,Professional Activity,0,0,0
DAMAN & DIU,2008,Farming/Agriculture Activity,0,0,0
DAMAN & DIU,2008,Others (Please Specify),1,0,1
DAMAN & DIU,2008,Retired Person,0,0,0
DAMAN & DIU,2008,Others (Please Specify),1,4,5
DAMAN & DIU,2008,Total,14,5,19
DAMAN & DIU,2008,Total Salaried,9,0,9
DAMAN & DIU,2008,Total Self-employed,2,0,2
DAMAN & DIU,2009,House Wife,0,4,4
DAMAN & DIU,2009,Service (Government),0,0,0
DAMAN & DIU,2009,Service (Private),6,1,7
DAMAN & DIU,2009,Public Sector Undertaking,0,1,1
DAMAN & DIU,2009,Student,2,1,3
DAMAN & DIU,2009,Unemployed,1,0,1
DAMAN & DIU,2009,Self-employed (Business activity),0,0,0
DAMAN & DIU,2009,Professional Activity,0,0,0
DAMAN & DIU,2009,Farming/Agriculture Activity,0,0,0
DAMAN & DIU,2009,Others (Please Specify),0,0,0
DAMAN & DIU,2009,Retired Person,0,0,0
DAMAN & DIU,2009,Others (Please Specify),6,1,7
DAMAN & DIU,2009,Total,15,8,23
DAMAN & DIU,2009,Total Salaried,6,2,8
DAMAN & DIU,2009,Total Self-employed,0,0,0
DAMAN & DIU,2010,House Wife,0,8,8
DAMAN & DIU,2010,Service (Government),1,0,1
DAMAN & DIU,2010,Service (Private),10,1,11
DAMAN & DIU,2010,Public Sector Undertaking,0,0,0
DAMAN & DIU,2010,Student,5,1,6
DAMAN & DIU,2010,Unemployed,0,0,0
DAMAN & DIU,2010,Self-employed (Business activity),0,0,0
DAMAN & DIU,2010,Professional Activity,0,0,0
DAMAN & DIU,2010,Farming/Agriculture Activity,0,0,0
DAMAN & DIU,2010,Others (Please Specify),0,0,0
DAMAN & DIU,2010,Retired Person,0,0,0
DAMAN & DIU,2010,Others (Please Specify),3,2,5
DAMAN & DIU,2010,Total,19,12,31
DAMAN & DIU,2010,Total Salaried,11,1,12
DAMAN & DIU,2010,Total Self-employed,0,0,0
DAMAN & DIU,2011,House Wife,0,7,7
DAMAN & DIU,2011,Service (Government),0,0,0
DAMAN & DIU,2011,Service (Private),13,3,16
DAMAN & DIU,2011,Public Sector Undertaking,0,0,0
DAMAN & DIU,2011,Student,1,4,5
DAMAN & DIU,2011,Unemployed,0,0,0
DAMAN & DIU,2011,Self-employed (Business activity),0,0,0
DAMAN & DIU,2011,Professional Activity,0,0,0
DAMAN & DIU,2011,Farming/Agriculture Activity,0,0,0
DAMAN & DIU,2011,Others (Please Specify),1,0,1
DAMAN & DIU,2011,Retired Person,0,0,0
DAMAN & DIU,2011,Others (Please Specify),3,1,4
DAMAN & DIU,2011,Total,18,15,33
DAMAN & DIU,2011,Total Salaried,13,3,16
DAMAN & DIU,2011,Total Self-employed,1,0,1
DAMAN & DIU,2012,House Wife,0,8,8
DAMAN & DIU,2012,Service (Government),0,0,0
DAMAN & DIU,2012,Service (Private),8,0,8
DAMAN & DIU,2012,Public Sector Undertaking,0,0,0
DAMAN & DIU,2012,Student,1,1,2
DAMAN & DIU,2012,Unemployed,1,0,1
DAMAN & DIU,2012,Self-employed (Business activity),0,0,0
DAMAN & DIU,2012,Professional Activity,0,0,0
DAMAN & DIU,2012,Farming/Agriculture Activity,0,0,0
DAMAN & DIU,2012,Others (Please Specify),1,0,1
DAMAN & DIU,2012,Retired Person,0,0,0
DAMAN & DIU,2012,Others (Please Specify),14,2,16
DAMAN & DIU,2012,Total,25,11,36
DAMAN & DIU,2012,Total Salaried,8,0,8
DAMAN & DIU,2012,Total Self-employed,1,0,1
DELHI (UT),2001,House Wife,0,327,327
DELHI (UT),2001,Service (Government),29,2,31
DELHI (UT),2001,Service (Private),147,13,160
DELHI (UT),2001,Public Sector Undertaking,19,1,20
DELHI (UT),2001,Student,55,49,104
DELHI (UT),2001,Unemployed,209,20,229
DELHI (UT),2001,Self-employed (Business activity),23,0,23
DELHI (UT),2001,Professional Activity,11,1,12
DELHI (UT),2001,Farming/Agriculture Activity,16,2,18
DELHI (UT),2001,Others (Please Specify),186,84,270
DELHI (UT),2001,Retired Person,1,0,1
DELHI (UT),2001,Others (Please Specify),34,10,44
DELHI (UT),2001,Total,730,509,1239
DELHI (UT),2001,Total Salaried,195,16,211
DELHI (UT),2001,Total Self-employed,236,87,323
DELHI (UT),2002,House Wife,0,250,250
DELHI (UT),2002,Service (Government),26,6,32
DELHI (UT),2002,Service (Private),122,14,136
DELHI (UT),2002,Public Sector Undertaking,9,0,9
DELHI (UT),2002,Student,47,58,105
DELHI (UT),2002,Unemployed,233,27,260
DELHI (UT),2002,Self-employed (Business activity),42,4,46
DELHI (UT),2002,Professional Activity,11,0,11
DELHI (UT),2002,Farming/Agriculture Activity,30,3,33
DELHI (UT),2002,Others (Please Specify),93,37,130
DELHI (UT),2002,Retired Person,6,0,6
DELHI (UT),2002,Others (Please Specify),24,11,35
DELHI (UT),2002,Total,643,410,1053
DELHI (UT),2002,Total Salaried,157,20,177
DELHI (UT),2002,Total Self-employed,176,44,220
DELHI (UT),2003,House Wife,0,221,221
